url
https://www.crunchbase.com/organization/n8n-io
https://www.crunchbase.com/organization/openai
https://www.crunchbase.com/organization/anthropic
https://www.crunchbase.com/organization/coreweave
https://www.crunchbase.com/organization/rosebud-ai
https://www.crunchbase.com/organization/xai
https://www.crunchbase.com/organization/replit
https://www.crunchbase.com/organization/perplexity-ai
https://www.crunchbase.com/organization/scio-technologies
https://www.crunchbase.com/organization/lovable-803a
